original_,original_affiliation-city,original_affiliation-country,lat,lon,formatted,district,housenumber,street,suburb,name,county_code,postcode,city,county,state,state_code,country,country_code,confidence,confidence_city_level,attribution,attribution_license,attribution_url
2937,Windisch,Switzerland,47.4793472,8.2179918,"5210 Windisch, Switzerland",,,,,,,5210,Windisch,Bezirk Brugg,Aargau,AG,Switzerland,ch,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2938,Portogruaro,Italy,45.775598,12.8374571,"30026 Portogruaro, Italy",,,,,,VE,30026,Portogruaro,Venezia,Veneto,VEN,Italy,it,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2939,,Kazakhstan,48.1012954,66.7780818,Kazakhstan,,,,,,,,,,,,Kazakhstan,kz,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2940,Irrua,Nigeria,6.739027,6.222354,"Irrua, Edo State, Nigeria",,,,,Irrua,,,Irrua,Esan Central,Edo State,,Nigeria,ng,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2941,Chur,Switzerland,46.854747,9.5264904,"7000–7007 Chur, Switzerland",,,,,,,7000–7007,Chur,Plessur,Grisons,,Switzerland,ch,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2942,Lombard,United States,41.8864687,-88.0201536,"Lombard, IL 60148, United States of America",,,,,,,60148,Lombard,DuPage County,Illinois,IL,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2943,Wetzikon,Switzerland,47.3226925,8.7980939,"Wetzikon (ZH), Zurich, Switzerland",,,,,,,,Wetzikon (ZH),Bezirk Hinwil,Zurich,,Switzerland,ch,0.9,0.9,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2944,Geneve,Switzerland,46.2017559,6.1466014,"Geneva, Switzerland",,,,,,,,Geneva,,Geneva,,Switzerland,ch,0.75,0.75,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2945,Mymensingh,Bangladesh,24.7482129,90.4099158,"Mymensingh - 2200, Bangladesh",,,,,Mymensingh,,2200,Mymensingh,Mymensingh Sadar Upazila,Mymensingh Division,,Bangladesh,bd,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2946,Dinajpur,Bangladesh,25.6260712,88.6346228,"Dinajpur - 5216, Bangladesh",,,,,Dinajpur,,5216,Dinajpur,Dinajpur Sadar Upazila,Rangpur Division,,Bangladesh,bd,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2947,Bogura,Bangladesh,24.8500662,89.3728431,"Bogura - 5800, Bangladesh",,,,,,,5800,Bogura,Bogura District,Rajshahi Division,,Bangladesh,bd,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2948,San Jaun,Philippines,14.594785,121.043249,"San Juan, National Capital District, Philippines",,,,,,,,San Juan,,National Capital District,,Philippines,ph,0.5,0.5,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
2949,Amsterdum,Netherlands,52.554205,5.501896,Netherlands,,,,,Netherlands,,,,,,,Netherlands,nl,0.25,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
2950,Villanova,United States,32.4337543,-90.7728801,"Villanova (Villanova), MS, United States of America",,,,,Villanova,,,Villanova,Warren County,Mississippi,MS,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2951,Gangtok,India,27.329046,88.6122673,"Gangtok - 737101, SK, India",,,,,Gangtok,,737101,Gangtok,Gangtok District,Sikkim,SK,India,in,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2952,Boras,Sweden,57.7210839,12.9407407,"503 31 Borås, Sweden",,,,,Borås,,503 31,Borås,Västra Götaland County,,,Sweden,se,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2953,Makkum,Netherlands,53.0572965,5.4048682,"Makkum, Frisia, Netherlands",,,,,,,,Makkum,,Frisia,,Netherlands,nl,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2954,Yale,United States,41.7750621,-94.3550094,"Yale, IA, United States of America",,,,,,,,Yale,Guthrie County,Iowa,IA,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2955,Yangoon,Myanmar,16.774104,96.167159,"Yangon, Myanmar",,,,,,,,Yangon,Yangon West,Yangon,,Myanmar,mm,0.7714285714285714,0.7714285714285714,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
2956,Huzhou,China,30.8942995,120.0851114,"Huzhou, Zhejiang, China",,,,,,,,Huzhou,,Zhejiang,,China,cn,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2957,Gunsan,South Korea,35.9679984,126.7369036,"Gunsan-si, South Korea",,,,,,,,Gunsan-si,Jeonbuk State,,,South Korea,kr,0.9,0.9,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2958,Nur-Sultan,Kazakhstan,51.1282205,71.4306682,"Astana, Kazakhstan",,,,,,,,Astana,,,,Kazakhstan,kz,0.3333333333333333,0.3333333333333333,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2959,Santa Clara,Cuba,22.4065829,-79.9650993,"Santa Clara, Villa Clara, Cuba",,,,,,,,Santa Clara,,Villa Clara,,Cuba,cu,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2960,Seri Kembangan,Malaysia,3.0340649,101.7055684,"Seri Kembangan, Petaling, Subang Jaya, Selangor, Malaysia",Petaling,,,,Seri Kembangan,,43300,Subang Jaya,,Selangor,,Malaysia,my,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2961,Trencin,Slovakia,48.8922719,18.0387465,"Trenčín, Slovakia",,,,,,,,Trenčín,District of Trenčín,Region of Trenčín,,Slovakia,sk,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2962,Elazig,Turkey,38.6747164,39.2227135,"Elazığ, Eastern Anatolia Region, Turkey",,,,,,,,Elazığ,Elazığ,Eastern Anatolia Region,,Turkey,tr,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2963,Murray,United States,36.6103334,-88.314761,"Murray, KY, United States of America",,,,,,,,Murray,Calloway County,Kentucky,KY,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2964,Morrisville,United States,42.8986566,-75.6402204,"Morrisville, NY 13048, United States of America",,,,,,,13048,Morrisville,Madison County,New York,NY,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2965,Wyndmoor,United States,40.0812219,-75.1893436,"Wyndmoor, Springfield Township, PA, United States of America",Wyndmoor,,,,Wyndmoor,,19118,Springfield Township,Montgomery County,Pennsylvania,PA,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2966,Cary,United States,35.7882893,-78.7812081,"Cary, NC, United States of America",,,,,,,,Cary,Wake County,North Carolina,NC,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2967,Slippery Rock,United States,41.0639506,-80.0564468,"Slippery Rock (Slippery Rock), PA, United States of America",,,,,,,,Slippery Rock,Butler County,Pennsylvania,PA,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2968,Male,Maldives,4.1779879,73.5107387,"Malé, Maldives",,,,,,,,Malé,,,,Maldives,mv,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2969,Abu Dis,Palestine,31.764268,35.257003,"Abu Dis, West Bank, Palestine",,,,,,,,Abu Dis,Jerusalem,West Bank,,Palestine,ps,1,1,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
2970,Port,Trinidad and Tobago,10.6472492,-61.51139452899346,"Port Authority of Trinidad and Tobago, Downtown, Port of Spain, Trinidad and Tobago",,,,Downtown,Port Authority of Trinidad and Tobago,,,Port of Spain,,,,Trinidad and Tobago,tt,0.81,0.81,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2971,Canakkale,Turkey,40.146271,26.4028892,"Çanakkale Merkez, Marmara Region, Turkey",,,,,,,,Çanakkale Merkez,Canakkale,Marmara Region,,Turkey,tr,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2972,Latur,India,18.3982273,76.5625913,"Latur - 413512, MH, India",,,,,Latur,,413512,Latur,Latur,Maharashtra,MH,India,in,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2973,Sakharkherda,India,20.2056297,76.3975608,"Sakharkherda (Sakharkherda) - 443202, MH, India",,,,,Sakharkherda,,443202,Sakharkherda,Sindkhed Raja,Maharashtra,MH,India,in,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2974,Snowflake,United States,34.5114704,-110.079608,"Snowflake, AZ, United States of America",,,,,,,,Snowflake,Navajo County,Arizona,AZ,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2975,"Yogyakarta, Yogyakarta",Indonesia,-7.8011945,110.364917,"Yogyakarta, Special Region of Yogyakarta, Indonesia",,,,,,,,Yogyakarta,,Special Region of Yogyakarta,,Indonesia,id,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2976,"Bandung, Jawa Barat",Indonesia,-6.9215529,107.6110212,"Bandung City, West Java, Indonesia",,,,,,,,Bandung City,,West Java,,Indonesia,id,0.3969,0.3969,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2977,"Jambi, Jambi",Indonesia,-1.6296917,103.6077806,"Jambi, Indonesia",,,,,,,,Jambi,,Jambi,,Indonesia,id,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2978,"Kediri, Jawa Timur",Indonesia,-7.8111057,112.0046051,"Kediri City, East Java, Indonesia",,,,,,,,Kediri City,,East Java,,Indonesia,id,0.3969,0.3969,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2979,Mansehra,Pakistan,34.3286855,73.1993125,"Mansehra, KP, Pakistan",,,,,Mansehra,,,Mansehra,Mansehra District,Khyber Pakhtunkhwa,KP,Pakistan,pk,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2980,Janakpur,Nepal,26.7284541,85.9249005,"Janakpur, Madhesh Province, Nepal",,,,,Janakpur,,,Janakpur,Dhanusha,Madhesh Province,,Nepal,np,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2981,Misan,Iraq,31.846006,47.1510394,"misan-amara-dejla stret, شارع التربية, Amarah, 62001, Iraq",Amarah District,,شارع التربية,,misan-amara-dejla stret,,62001,Amarah,,Maysan Governorate,,Iraq,iq,0.21428571428571427,0.21428571428571427,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2982,"City Kotli, Azad Jammu and Kashmir",Pakistan,33.526727199999996,73.90481272526944,"Kotli city Halipad, Kotli Road, Kotli 11160, Pakistan",,,Kotli Road,,Kotli city Halipad,,11160,Kotli,Kotli District,Azad Kashmir,,Pakistan,pk,0.10526315789473684,0.10526315789473684,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2983,Peechi,India,10.52595,76.3567714,"Peechi (Peechi) - 680653, KL, India",,,,,Peechi,,680653,Peechi,Thrissur,Kerala,KL,India,in,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2984,New Borg El Arab,Egypt,30.8695204,29.6002667,"New Borg El Arab, 21934, Egypt",,,,,New Borg El Arab,,21934,New Borg El Arab,,Alexandria,,Egypt,eg,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2985,Novo Mesto,Slovenia,45.8040475,15.1696684,"Novo Mesto, Slovenia",,,,,,,,Novo Mesto,,,,Slovenia,si,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2986,Kokubunji,Japan,35.709674,139.454224,"Kokubunji, Japan",,,,,,,,Kokubunji,,,,Japan,jp,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2987,Yunnan,China,29.1240666,110.1462042,"Yunnan (Yunnan), Hunan, China",,,,,Yunnan,,,Yunnan,Yongshun County,Hunan,,China,cn,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2988,Brandon,Canada,49.8511143,-99.9608924,"Brandon, MB, Canada",,,,,,,,Brandon,Division No. 7,Manitoba,MB,Canada,ca,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2989,Odawara,Japan,35.263676,139.150229,"Odawara, Japan",,,,,,,,Odawara,Kanagawa Prefecture,,,Japan,jp,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2990,Mueang Nonthaburi,Thailand,13.8425351,100.4817124,"Bang Si Mueang Town Municipality, Nonthaburi Province 11000, Thailand",,,,,,,11000,Bang Si Mueang Town Municipality,Mueang Nonthaburi District,Nonthaburi Province,,Thailand,th,0.9,0.9,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2991,Ratchathewi,Thailand,13.7532229,100.5318599,"Ratchathewi District, Bangkok, Thailand",,,,Ratchathewi District,,,10400,,,Bangkok,,Thailand,th,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2992,Bangkok,Indonesia,-7.0964164,112.5124298,"Bangkok (Bangkok), East Java, Indonesia",,,,,Bangkok,,,Bangkok,Lamongan,East Java,,Indonesia,id,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2993,Palangkaraya,Indonesia,-2.2072919,113.9164372,"Palangka Raya, Central Kalimantan, Indonesia",,,,,,,,Palangka Raya,,Central Kalimantan,,Indonesia,id,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2994,Vancouver,United States,45.6306954,-122.6744557,"Vancouver, WA, United States of America",,,,,,,,Vancouver,Clark County,Washington,WA,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2995,Region,Myanmar,18.818105,95.240531,"Pyay, 09253434564 Home, Pyay Township, 08156, Myanmar",,09253434564,Home,,Pyay,,08156,Pyay Township,West Bago Region,Bago Region,,Myanmar,mm,0.81,0.81,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2996,Northfield,United States,42.09975,-87.7808967,"Northfield, IL, United States of America",,,,,,,,Northfield,Cook County,Illinois,IL,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2997,Gudivada,India,16.4329976,80.9937151,"Gudivada - 521300, AP, India",,,,,Gudivada,,521300,Gudivada,Gudivada,Andhra Pradesh,AP,India,in,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2998,Roi-Et,Thailand,16.0568089,103.6514286,"Roi Et, Roi Et Province 45000, Thailand",,,,,Roi Et,,45000,Roi Et,,Roi Et Province,,Thailand,th,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2999,Natori,Japan,38.171499,140.8917335,"Natori, Japan",,,,,,,,Natori,Miyagi Prefecture,,,Japan,jp,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
