,original_,original_affiliation-city,original_affiliation-country,lat,lon,formatted,district,housenumber,name,street,county_code,postcode,suburb,city,county,state,state_code,country,country_code,confidence,confidence_city_level,attribution,attribution_license,attribution_url
112,112,Pasadena,United States,34.1476507,-118.144155,"Pasadena, CA, United States of America",,,,,,,,Pasadena,Los Angeles County,California,CA,United States,us,1.0,1.0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
113,113,San Luis Potosí,Mexico,22.1516472,-100.9763993,"78339 San Luis Potosí City, SLP, Mexico",,,San Luis Potosí City,,,78339,,San Luis Potosí City,Municipio de San Luis Potosí,San Luis Potosí,SLP,Mexico,mx,0.9,0.9,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
114,114,San Diego,United States,32.7174202,-117.162772,"San Diego, CA, United States of America",,,,,,,,San Diego,San Diego County,California,CA,United States,us,1.0,1.0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
115,115,Helsinki,Finland,60.1674881,24.9427473,"Helsinki, Mainland Finland, Finland",,,,,,,,Helsinki,Uusimaa,Mainland Finland,,Finland,fi,1.0,1.0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
116,116,Campinas,Brazil,-22.9056391,-47.059564,"Campinas, SP, Brazil",,,,,,,,Campinas,Região Metropolitana de Campinas,São Paulo,SP,Brazil,br,1.0,1.0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
117,117,Kolkata,India,22.5726459,88.3638953,"Kolkata, WB, India",,,,,,,,Kolkata,Kolkata District,West Bengal,WB,India,in,1.0,1.0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
118,118,Riverside,United States,33.9824949,-117.374238,"Riverside, CA, United States of America",,,,,,,,Riverside,Riverside County,California,CA,United States,us,1.0,1.0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
119,119,Minneapolis,United States,44.9772995,-93.2654692,"Minneapolis, MN, United States of America",,,,,,,,Minneapolis,Hennepin County,Minnesota,MN,United States,us,1.0,1.0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
120,120,Karlsruhe,Germany,49.0068705,8.4034195,"Karlsruhe, BW, Germany",,,,,,,,Karlsruhe,,Baden-Württemberg,BW,Germany,de,1.0,1.0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
121,121,New Delhi,India,28.6138954,77.2090057,"New Delhi, DL, India",,,,,,,,New Delhi,,Delhi,DL,India,in,1.0,1.0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
122,122,Santa Barbara,United States,34.4221319,-119.702667,"Santa Barbara, CA, United States of America",,,,,,,,Santa Barbara,Santa Barbara County,California,CA,United States,us,1.0,1.0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
123,123,Isfahan,Iran,32.6707877,51.6650002,"بخش مرکزی شهرستان اصفهان, Isfahan, Isfahan Province, Iran",بخش مرکزی شهرستان اصفهان,,,,,,,Isfahan,Isfahan County,Isfahan Province,,Iran,ir,1.0,1.0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
124,124,Benito Juarez,Mexico,19.3125909,-100.4336857,"Benito Juarez (Benito Juarez), Michoacán, Mexico",,,Benito Juarez,,,,,Benito Juarez,Juárez,Michoacán,,Mexico,mx,1.0,1.0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
125,125,Pittsburgh,United States,40.4416941,-79.9900861,"Pittsburgh, PA, United States of America",,,,,,,,Pittsburgh,Allegheny County,Pennsylvania,PA,United States,us,1.0,1.0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
126,126,Mulhouse,France,47.7467233,7.3389937,"Mulhouse, GES, France",,,,,,,,Mulhouse,Haut-Rhin,Grand Est,GES,France,fr,1.0,1.0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
127,127,Seoul,South Korea,37.5666791,126.9782914,"Seoul, South Korea",,,,,,,,Seoul,,,,South Korea,kr,1.0,1.0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
128,128,Chicago,United States,41.8755616,-87.6244212,"Chicago, IL, United States of America",,,,,,,,Chicago,Cook County,Illinois,IL,United States,us,1.0,1.0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
129,129,Los Angeles,United States,34.0536909,-118.242766,"Los Angeles, CA, United States of America",,,,,,,,Los Angeles,Los Angeles County,California,CA,United States,us,1.0,1.0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
130,130,Fayoum,Egypt,29.21726725,30.89508086269498,"New Al Fayoum City, 63785, Egypt",,,New Al Fayoum City,,,63785,,New Al Fayoum City,,Faiyum,,Egypt,eg,0.7290000000000001,0.7290000000000001,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
131,131,Rochester,United States,43.157285,-77.615214,"Rochester, NY, United States of America",,,,,,,,Rochester,Monroe County,New York,NY,United States,us,1.0,1.0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
132,132,Madrid,Spain,40.4167047,-3.7035825,"Madrid, Spain",,,,,,,,Madrid,,Community of Madrid,,Spain,es,1.0,1.0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
133,133,Lincoln,United States,40.8088861,-96.7077751,"Lincoln, NE, United States of America",,,,,,,,Lincoln,Lancaster County,Nebraska,NE,United States,us,1.0,1.0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
134,134,Livermore,United States,37.6820583,-121.768053,"Livermore, CA 94550, United States of America",,,,,,94550,,Livermore,Alameda County,California,CA,United States,us,1.0,1.0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
135,135,Paris,France,48.8534951,2.3483915,"Paris, IDF, France",,,,,,,,Paris,,Ile-de-France,IDF,France,fr,1.0,1.0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
136,136,"Zurich ZH,",Switzerland,47.373754,8.537087,"Zürich (Zurich), Zurich, Switzerland",Zürich,,,,,,,Zurich,Zurich,Zurich,,Switzerland,ch,0.63,0.63,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
137,137,Chennai,India,13.0836939,80.270186,"Chennai - 600001, TN, India",,,Chennai,,,600001,,Chennai,Chennai District,Tamil Nadu,TN,India,in,1.0,1.0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
138,138,Tuscaloosa,United States,33.2095614,-87.5675258,"Tuscaloosa, AL, United States of America",,,,,,,,Tuscaloosa,Tuscaloosa County,Alabama,AL,United States,us,1.0,1.0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
139,139,Southampton,United Kingdom,50.9025349,-1.404189,"yes, Southampton, ENG, United Kingdom",yes,,,,,,,Southampton,,England,ENG,United Kingdom,gb,1.0,1.0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
140,140,Vienna,Austria,48.2083537,16.3725042,"Vienna, Austria",,,,,,,,Vienna,,,,Austria,at,1.0,1.0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
141,141,Puebla,Mexico,16.914420149999998,-92.50310661542288,"Puebla (Puebla), CHP, Mexico",,,Puebla,,,,,Puebla,Chenalhó,Chiapas,CHP,Mexico,mx,1.0,1.0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
142,142,Taoyuan,Taiwan,24.9929995,121.3010003,"Taoyuan City, Taiwan",,,,,,,,Taoyuan City,,,,Taiwan,tw,1.0,1.0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
143,143,Iowa City,United States,41.6612561,-91.5299106,"Iowa City, IA, United States of America",,,,,,,,Iowa City,Johnson County,Iowa,IA,United States,us,1.0,1.0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
144,144,Tomsk,Russian Federation,56.4887526,84.9523434,"Tomsk, Tomsk Oblast, Russia, 634000",,,Tomsk,,,634000,,Tomsk,городской округ Томск,Tomsk Oblast,,Russia,ru,1.0,1.0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
145,145,Novosibirsk,Russian Federation,55.0288307,82.9226887,"Novosibirsk, Novosibirsk Oblast, Russia",,,,,,,,Novosibirsk,,Novosibirsk Oblast,,Russia,ru,1.0,1.0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
146,146,Villeurbanne,France,45.7733573,4.8868454,"69100 Villeurbanne, France",,,,,,69100,,Villeurbanne,Métropole de Lyon,Auvergne-Rhône-Alpes,ARA,France,fr,1.0,1.0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
147,147,El Shorouk,Egypt,26.1216587,34.25534830418983,"El Shorouk, Al Qusair City, Red Sea, Egypt",El Shorouk,,El Shorouk,,,,,Al Qusair City,,Red Sea,,Egypt,eg,1.0,1.0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
148,148,Lisbon,Portugal,38.7077507,-9.1365919,"Lisbon, Portugal",,,,,,,,Lisbon,Lisbon,,,Portugal,pt,1.0,1.0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
149,149,Bangi,Malaysia,2.9029881,101.7830826,"Bangi Lama, Hulu Langat, Kajang Municipal Council, Selangor, Malaysia",Hulu Langat,,Bangi Lama,,,43600,,Kajang Municipal Council,,Selangor,,Malaysia,my,0.9,0.9,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
150,150,Florence,Italy,43.7698712,11.2555757,"Florence, Tuscany, Italy",,,,,,,,Florence,Florence,Tuscany,,Italy,it,1.0,1.0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
151,151,Notre Dame,United States,41.6992003,-86.2373691,"Notre Dame, IN 46556, United States of America",,,Notre Dame,,,46556,,Notre Dame,Saint Joseph County,Indiana,IN,United States,us,1.0,1.0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
152,152,Lubbock,United States,33.5855677,-101.8470215,"Lubbock, TX, United States of America",,,,,,,,Lubbock,Lubbock County,Texas,TX,United States,us,1.0,1.0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
153,153,Potenza,Italy,40.6384046,15.8022077,"Potenza, BAS, Italy",,,,,PZ,,,Potenza,Potenza,Basilicata,BAS,Italy,it,1.0,1.0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
154,154,Uxbridge,United Kingdom,51.5449509,-0.4816672,"Uxbridge, UB8 1SB, United Kingdom",,,Uxbridge,,,UB8 1SB,,Uxbridge,Greater London,England,ENG,United Kingdom,gb,1.0,1.0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
155,155,Christchurch,New Zealand,-43.530955,172.6364343,"Christchurch, CAN, New Zealand",,,,,,,,Christchurch,Christchurch City,Canterbury,CAN,New Zealand,nz,1.0,1.0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
156,156,College Station,United States,30.6183939,-96.3455991,"College Station, TX, United States of America",,,,,,,,College Station,Brazos County,Texas,TX,United States,us,1.0,1.0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
157,157,"Washington, D.C.",United States,38.8950368,-77.0365427,"Washington, DC, United States of America",,,,,,,,Washington,,District of Columbia,DC,United States,us,0.81,0.81,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
158,158,Cottbus,Germany,51.7567447,14.3357307,"Cottbus - Chóśebuz, BB, Germany",,,,,,,,Cottbus - Chóśebuz,,Brandenburg,BB,Germany,de,0.9,0.9,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
159,159,College Park,United States,38.980666,-76.9369189,"College Park, MD, United States of America",,,,,,,,College Park,Prince George's County,Maryland,MD,United States,us,1.0,1.0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
160,160,Villigen,Switzerland,47.5262684,8.2147282,"5234 Villigen, Switzerland",,,,,,5234,,Villigen,Bezirk Brugg,Aargau,AG,Switzerland,ch,1.0,1.0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
161,161,Sofia,Bulgaria,42.6977028,23.3217359,"Sofia, Bulgaria",,,Sofia,,,,,Sofia,Sofia-City,,,Bulgaria,bg,1.0,1.0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
162,162,Melbourne,Australia,-37.8142454,144.9631732,"Melbourne, VIC, Australia",,,,,,,,Melbourne,,Victoria,VIC,Australia,au,1.0,1.0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
163,163,Santiniketan,India,23.682708,87.6880296,"Santiniketan, Bolpur, WB, India",,,Santiniketan,,,731235,Santiniketan,Bolpur,Bolpur Sriniketan,West Bengal,WB,India,in,1.0,1.0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
164,164,Chandigarh,India,30.7334421,76.7797143,"Chandigarh, CH, India",,,,,,,,Chandigarh,Chandigarh District,Chandigarh,CH,India,in,1.0,1.0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
165,165,Mexico,Mexico,30.9908448,-108.1504011,"Mexico (Mexico), CHH, Mexico",,,Mexico,,,,,Mexico,Janos,Chihuahua,CHH,Mexico,mx,1.0,1.0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
166,166,Saint Petersburg,Russian Federation,59.938732,30.316229,"Saint Petersburg, Russia",,,Saint Petersburg,,,,,Saint Petersburg,,Saint Petersburg,,Russia,ru,1.0,1.0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
167,167,Prague,Czech Republic,50.0874654,14.4212535,"Prague, Czechia",,,,,,,,Prague,,Prague,,Czechia,cz,1.0,1.0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
168,168,Tokat,Turkey,40.3233534,36.552162,"60100 Tokat, Turkey",,,Tokat,,,60100,,Tokat,Tokat Merkez,Tokat,,Turkey,tr,1.0,1.0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
169,169,Frascati,Italy,41.8082452,12.6803684,"00044 Frascati, Italy",,,,,,00044,,Frascati,Roma Capitale,Lazio,LAZ,Italy,it,1.0,1.0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
170,170,Trento,Italy,46.0664228,11.1257601,"38121-38123 Trento, Italy",,,,,,38121-38123,,Trento,Provincia di Trento,Trentino-Alto Adige/Südtirol,,Italy,it,1.0,1.0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
171,171,Knoxville,United States,35.9603948,-83.9210261,"Knoxville, TN, United States of America",,,,,,,,Knoxville,Knox County,Tennessee,TN,United States,us,1.0,1.0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
172,172,Lawrence,United States,38.9719384,-95.2359496,"Lawrence, KS, United States of America",,,,,,,,Lawrence,Douglas County,Kansas,KS,United States,us,1.0,1.0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
173,173,Miami,United States,25.7741728,-80.19362,"Miami, FL, United States of America",,,Miami,,,,,Miami,Miami-Dade County,Florida,FL,United States,us,1.0,1.0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
174,174,Santander,Spain,43.4620412,-3.8099719,"Santander, CB, Spain",,,,,,,,Santander,,Cantabria,CB,Spain,es,1.0,1.0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
175,175,London,United Kingdom,51.5074456,-0.1277653,"London, ENG, United Kingdom",,,London,,,,,London,Greater London,England,ENG,United Kingdom,gb,1.0,1.0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
176,176,Gatchina,Russian Federation,59.5706273,30.1305083,"Gatchina, Leningrad oblast, Russia, 188309",,,Gatchina,,,188309,,Gatchina,Gatchinsky District,Leningrad oblast,,Russia,ru,1.0,1.0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
177,177,Davis,United States,38.5435526,-121.739005,"Davis, CA, United States of America",,,,,,,,Davis,Yolo County,California,CA,United States,us,1.0,1.0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
178,178,Lappeenranta,Finland,61.0583713,28.1862742,"Lappeenranta, Mainland Finland, Finland",,,,,,,,Lappeenranta,South Karelia,Mainland Finland,,Finland,fi,1.0,1.0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
179,179,Kars,Turkey,40.6076749,43.0948497,"Kars Merkez, Eastern Anatolia Region, Turkey",,,,,,,,Kars Merkez,Kars,Eastern Anatolia Region,,Turkey,tr,1.0,1.0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
180,180,Bengaluru,India,12.9767936,77.590082,"Bengaluru, KA, India",,,,,,,,Bengaluru,Bangalore North,Karnataka,KA,India,in,1.0,1.0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
181,181,Batavia,United States,40.9940985,-92.1674331,"Batavia, IA, United States of America",,,,,,,,Batavia,Jefferson County,Iowa,IA,United States,us,1.0,1.0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
182,182,Warsaw,Poland,52.2319581,21.0067249,"Warsaw, Masovian Voivodeship, Poland",,,,,,,,Warsaw,,Masovian Voivodeship,,Poland,pl,1.0,1.0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
183,183,Antwerpen,Belgium,51.2211097,4.3997081,"Antwerp, Belgium",,,,,,,,Antwerp,Antwerp,Antwerp,,Belgium,be,1.0,1.0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
184,184,Mexico City,Mexico,19.4326296,-99.1331785,"Mexico City, Mexico",,,,,,,,Mexico City,,,,Mexico,mx,1.0,1.0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
185,185,Providence,United States,41.8239891,-71.4128343,"Providence, RI, United States of America",,,,,,,,Providence,Providence County,Rhode Island,RI,United States,us,1.0,1.0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
186,186,Waco,United States,31.5491899,-97.1474628,"Waco, TX, United States of America",,,,,,,,Waco,McLennan County,Texas,TX,United States,us,1.0,1.0,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
