original_,original_affiliation-city,original_affiliation-country,lat,lon,formatted,name,housenumber,street,suburb,postcode,county_code,district,state_code,city,county,state,country,country_code,confidence,confidence_city_level,attribution,attribution_license,attribution_url
2446,Borstel,Germany,53.9692357,9.7978288,"Borstel, SH, Germany",,,,,,,,SH,Borstel,Kreis Segeberg,Schleswig-Holstein,Germany,de,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2447,Nuthetal,Germany,52.317831,13.1331067,"14558 Nuthetal, Germany",,,,,14558,,,BB,Nuthetal,Potsdam-Mittelmark,Brandenburg,Germany,de,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2448,Catanzaro,Italy,38.9076353,16.5960465,"Catanzaro, CAL, Italy",,,,,,CZ,,CAL,Catanzaro,Catanzaro,Calabria,Italy,it,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2449,Urbino,Italy,43.7262608,12.6363135,"61029 Urbino, Italy",,,,,61029,PU,,MAR,Urbino,Pesaro e Urbino,Marche,Italy,it,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2450,Camerimo,Italy,45.003229,11.083693,Italy,Italy,,,,,,,,,,,Italy,it,0.25,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
2451,San Diego CA,United States,32.72793,-117.15529,"San Diego, CA, United States of America",,,,,,,,CA,San Diego,San Diego County,California,United States,us,0.6666666666666667,0.6666666666666667,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
2452,Providencia,Chile,-33.4288379,-70.61133725589745,"Providencia, Santiago Metropolitan Region, Chile",,,,,,,,,Providencia,Provincia de Santiago,Santiago Metropolitan Region,Chile,cl,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2453,Bareilly,India,28.355099,79.417851,"Bareilly - 243001, UP, India",Bareilly,,,,243001,,,UP,Bareilly,Bareilly,Uttar Pradesh,India,in,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2454,Ciudad Real,Spain,38.9854201,-3.9285138,"Ciudad Real, Castile-La Mancha, Spain",,,,,,CR,,,Ciudad Real,Ciudad Real,Castile-La Mancha,Spain,es,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2455,New Damietta,Egypt,31.4364503,31.678142,"New Damietta, 34517, Egypt",New Damietta,,,,34517,,,,New Damietta,,Damietta,Egypt,eg,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2456,Flint,United States,43.0161693,-83.6900211,"Flint, MI, United States of America",,,,,,,,MI,Flint,Genesee County,Michigan,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2457,Baronissi,Italy,40.7469385,14.7699874,"84081 Baronissi, Italy",,,,,84081,SA,,CAM,Baronissi,Salerno,Campania,Italy,it,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2458,Ansan,South Korea,37.3217152,126.8308604,"Ansan, South Korea",,,,,,,,,Ansan,Gyeonggi,,South Korea,kr,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2459,Pozuelo de Alarcon,Spain,40.4346528,-3.814834,"Pozuelo de Alarcón, Madrid, Spain",,,,,,,,,Pozuelo de Alarcón,,Community of Madrid,Spain,es,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2460,Thiruvarur,India,10.7666538,79.6352476,"Thiruvarur - 610001, TN, India",Thiruvarur,,,,610001,,,TN,Thiruvarur,Thiruvarur,Tamil Nadu,India,in,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2461,Klosterneuburg,Austria,48.30499,16.323756,"3400 Gemeinde Klosterneuburg, Austria",,,,,3400,,,,Gemeinde Klosterneuburg,Bezirk Tulln,Lower Austria,Austria,at,0.9,0.9,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2462,Magdalenka,Poland,50.4219105,23.762654,"Magdalenka, Lublin Voivodeship, Poland",,,,,,,,,Magdalenka,Tomaszów Lubelski County,Lublin Voivodeship,Poland,pl,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2463,Wanju-gun,South Korea,35.823644,127.015705,"Wanju County, Jeollabuk-Do, South Korea",,,,,,,,,Wanju County,Wanju,Jeollabuk-Do,South Korea,kr,0.5,0.5,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
2464,Ancona,Italy,43.6170137,13.5170982,"Ancona, MAR, Italy",,,,,,AN,,MAR,Ancona,Ancona,Marche,Italy,it,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2465,Elche,Spain,38.2653307,-0.6988391,"Elx / Elche, Valencian Community, Spain",,,,,,,,,Elx / Elche,Alacant / Alicante,Valencian Community,Spain,es,0.9,0.9,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2466,Scarborough,United States,43.5909038,-70.3395776,"Scarborough, ME 04074, United States of America",,,,,04074,,,ME,Scarborough,Cumberland County,Maine,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2467,Corunna,Spain,43.3709703,-8.3959425,"A Coruña, GA, Spain",,,,,,C,,GA,A Coruña,A Coruña,Galicia,Spain,es,0.5785714285714286,0.5785714285714286,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2468,Colima,Mexico,23.5952758,-98.5410386,"Colima (Colima), TAM, Mexico",Colima,,,,,,,TAM,Colima,Casas,Tamaulipas,Mexico,mx,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2469,Trois-Rivieres,Canada,46.3432325,-72.5428485,"Trois-Rivières, QC, Canada",,,,,,,,QC,Trois-Rivières,,Quebec,Canada,ca,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2470,Le Rheu,France,48.1006715,-1.7937675,"35650 Le Rheu, France",,,,,35650,,,BRE,Le Rheu,Ille-et-Vilaine,Brittany,France,fr,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2471,Halle,Germany,52.4523605,6.9192787,"Halle, Lower Saxony, Germany",,,,,,,,,Halle,Landkreis Grafschaft Bentheim,Lower Saxony,Germany,de,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2472,Leon,Spain,42.5989995,-5.5682413,"León, Castile and León, Spain",,,,,,LE,,,León,León,Castile and León,Spain,es,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2473,Teramo,Italy,42.6612893,13.6983524,"64100 Teramo, Italy",,,,,64100,TE,,ABR,Teramo,Teramo,Abruzzo,Italy,it,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2474,Badajoz,Spain,38.878187,-6.9701115,"Badajoz, EX, Spain",,,,,,BA,,EX,Badajoz,Tierra de Badajoz,Extremadura,Spain,es,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2475,Laval,Canada,45.60558895,-73.73456014508847,"Laval, QC, Canada",,,,,,,,QC,Laval,,Quebec,Canada,ca,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2476,Huainan,China,32.5866826,117.0130019,"202033 Anhui, China",,,,,202033,,,,Huainan,,Anhui,China,cn,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2477,Messina,Italy,38.1937571,15.5542082,"Messina, Sicily, Italy",,,,,,ME,,,Messina,Messina,Sicily,Italy,it,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2478,Las Palmas de Gran Canaria,Spain,28.1288694,-15.4349015,"Las Palmas de Gran Canaria, Spain",,,,,,GC,,,Las Palmas de Gran Canaria,Las Palmas,,Spain,es,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2479,Tuzla,Turkey,40.8161732,29.3034194,"Tuzla, Marmara Region, Turkey",,,,,,,,,Tuzla,Istanbul,Marmara Region,Turkey,tr,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2480,Amarillo,United States,35.2072185,-101.833824,"Amarillo, TX, United States of America",,,,,,,,TX,Amarillo,Potter County,Texas,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2481,Hwaseong,South Korea,37.1994653,126.8312632,"Hwaseong-si, South Korea",,,,,,,,,Hwaseong-si,Gyeonggi,,South Korea,kr,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2482,Waterville,United States,44.5520105,-69.6317121,"Waterville, ME, United States of America",,,,,,,,ME,Waterville,Kennebec County,Maine,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2483,Shreveport,United States,32.5135356,-93.7477839,"Shreveport, LA, United States of America",,,,,,,,LA,Shreveport,Caddo Parish,Louisiana,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2484,Fayetteville,United States,36.0625843,-94.1574328,"Fayetteville, AR, United States of America",,,,,,,,AR,Fayetteville,Washington County,Arkansas,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2485,Chieti,Italy,42.3446529,14.1659738,"Chieti, ABR, Italy",,,,,,CH,,ABR,Chieti,Chieti,Abruzzo,Italy,it,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2486,Craova,Romania,45.727467,24.984517,Romania,Romania,,,,,,,,,,,Romania,ro,0.25,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
2487,Mar de Plata,Argentina,-38.00228,-57.55754,"Mar del Plata, B, Argentina",,,,,,,,B,Mar del Plata,General Pueyrredón,Buenos Aires,Argentina,ar,1,1,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
2488,Rootstown,United States,41.0990792,-81.2424901,"Rootstown, OH 44272, United States of America",,,,,44272,,,OH,Rootstown,Portage County,Ohio,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2489,Missoula,United States,46.8701049,-113.995267,"Missoula, MT, United States of America",,,,,,,,MT,Missoula,Missoula County,Montana,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2490,Faridabad,India,28.4031478,77.3105561,"Faridabad - 121001, HR, India",Faridabad,,,,121001,,,HR,Faridabad,Faridabad,Haryana,India,in,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2491,White Plains,United States,41.0339862,-73.7629097,"White Plains, NY, United States of America",,,,,,,,NY,White Plains,Westchester County,New York,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2492,Zhanjiang,China,40.7586154,125.428522,"Zhanjiang, Liaoning, China",Zhanjiang,,,,,,,,Zhanjiang,Kuandian Manchu Autonomous County,Liaoning,China,cn,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2493,Gentilly,France,48.8153656,2.3483549,"94250 Gentilly, France",,,,,94250,,,IDF,Gentilly,Val-de-Marne,Ile-de-France,France,fr,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2494,Kaiserslautern,Germany,49.4432174,7.7689951,"Kaiserslautern, Rhineland-Palatinate, Germany",,,,,,,,,Kaiserslautern,,Rhineland-Palatinate,Germany,de,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2495,Kollam,India,8.8879509,76.5955013,"Kollam - 691001, KL, India",Kollam,,,,691001,,,KL,Kollam,Kollam,Kerala,India,in,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2496,Sadat City,Egypt,30.3652517,30.5075715,"Sadat City, Al Minufiya, Egypt",Sadat City,,,,,,,,Sadat City,,Al Minufiya,Egypt,eg,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2497,Doylestown,United States,40.3100446,-75.1304588,"Doylestown, PA 18901, United States of America",,,,,18901,,,PA,Doylestown,Bucks County,Pennsylvania,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2498,Indore,India,22.7203616,75.8681996,"Indore - 452001, MP, India",Indore,,,,452001,,,MP,Indore,Juni Indore Tahsil,Madhya Pradesh,India,in,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2499,Old Westbury,United States,40.7887113,-73.5995717,"Old Westbury, NY 11568, United States of America",,,,,11568,,,NY,Old Westbury,Nassau County,New York,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
