original_,original_affiliation-city,original_affiliation-country,lat,lon,formatted,district,housenumber,street,suburb,name,county,county_code,postcode,state_code,city,state,country,country_code,confidence,confidence_city_level,attribution,attribution_license,attribution_url
964,Medford,United States,42.3264181,-122.8718605,"Medford, OR, United States of America",,,,,,Jackson County,,,OR,Medford,Oregon,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
965,Storrs,United States,39.7038521,-110.9196073,"Storrs (Storrs), UT, United States of America",,,,,Storrs,Carbon County,,,UT,Storrs,Utah,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
966,Biddeford,United States,43.4925843,-70.4533844,"Biddeford, ME 04005, United States of America",,,,,,York County,,04005,ME,Biddeford,Maine,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
967,Torun,Poland,53.0102721,18.6048094,"Toruń, Kuyavian-Pomeranian Voivodeship, Poland",,,,,,,,,,Toruń,Kuyavian-Pomeranian Voivodeship,Poland,pl,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
968,Tromso,Norway,69.6516345,18.9558585,"Tromsø, Norway",,,,,,Troms,,,,Tromsø,,Norway,no,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
969,Coimbra,Portugal,40.2111931,-8.4294632,"Coimbra, Portugal",,,,,,Coimbra,,,,Coimbra,,Portugal,pt,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
970,Kerman,Iran,30.2924085,57.0645647,"بخش مرکزی شهرستان کرمان, Kerman, Kerman Province, Iran",بخش مرکزی شهرستان کرمان,,,,,Kerman County,,,,Kerman,Kerman Province,Iran,ir,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
971,CA,United States,36.531544,-119.586168,"California, United States of America",,,,,California,,,,CA,,California,United States,us,0.5,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
972,Dunedin,New Zealand,-45.8740984,170.5035755,"Dunedin 9054, New Zealand",,,,,Dunedin,Dunedin City,,9054,OTA,Dunedin,Otago,New Zealand,nz,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
973,Clinton,United States,41.8502821,-90.1877485,"Clinton, IA, United States of America",,,,,,Clinton County,,,IA,Clinton,Iowa,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
974,Greenville,United States,34.851354,-82.3984882,"Greenville, SC, United States of America",,,,,,Greenville County,,,SC,Greenville,South Carolina,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
975,Dallas,United States,32.7762719,-96.7968559,"Dallas, TX, United States of America",,,,,,Dallas County,,,TX,Dallas,Texas,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
976,Aberdeen,United Kingdom,57.1482429,-2.0928095,"Aberdeen City, SCT, United Kingdom",,,,,,,,,SCT,Aberdeen City,Scotland,United Kingdom,gb,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
977,Sherbrooke,Canada,45.403271,-71.889038,"Sherbrooke, QC, Canada",,,,,,,,,QC,Sherbrooke,Quebec,Canada,ca,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
978,Albany,United States,42.6511674,-73.754968,"Albany, NY, United States of America",,,,,,Albany County,,,NY,Albany,New York,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
979,Salford,United Kingdom,53.4877463,-2.2891921,"Salford, ENG, United Kingdom",,,,,,Greater Manchester,,,ENG,Salford,England,United Kingdom,gb,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
980,Lagos,Nigeria,6.4550575,3.3941795,"Lagos 100242, Lagos State, Nigeria",,,,,Lagos,Lagos Island,,100242,,Lagos,Lagos State,Nigeria,ng,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
981,Huntingdon,United States,40.4847959,-78.0102813,"Huntingdon, PA 16652, United States of America",,,,,,Huntingdon County,,16652,PA,Huntingdon,Pennsylvania,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
982,Sao Cristovao,Brazil,-11.0136465,-37.2071134,"São Cristóvão - SE, 49100-000, Brazil",,,,,,Região Geográfica Intermediária de Aracaju,,49100-000,SE,São Cristóvão,Sergipe,Brazil,br,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
983,Buies Creek,United States,35.4132168,-78.7355728,"Buies Creek (Buies Creek), NC 27506, United States of America",,,,,Buies Creek,Harnett County,,27506,NC,Buies Creek,North Carolina,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
984,Richmond,United States,37.5385087,-77.43428,"Richmond, VA, United States of America",,,,,,,,,VA,Richmond,Virginia,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
985,Dhahran,Saudi Arabia,26.2966528,50.1202146,"Dhahran 34453, Saudi Arabia",,,,,Dhahran,Dammam Governorate,,34453,,Dhahran,Eastern Province,Saudi Arabia,sa,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
986,Walnut,United States,41.4772595,-95.2220692,"Walnut, IA, United States of America",,,,,,Pottawattamie County,,,IA,Walnut,Iowa,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
987,,Saudi Arabia,25.6242618,42.3528328,Saudi Arabia,,,,,,,,,,,,Saudi Arabia,sa,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
988,Fort Worth,United States,32.753177,-97.3327459,"Fort Worth, TX, United States of America",,,,,,Tarrant County,,,TX,Fort Worth,Texas,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
989,Chattanooga,United States,35.0457219,-85.3094883,"Chattanooga, TN, United States of America",,,,,,Hamilton County,,,TN,Chattanooga,Tennessee,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
990,Tetovo North,North Macedonia,42.01056,20.97139,"Tetovo, Tetovo Municipality, North Macedonia",,,,,,,,,,Tetovo,Tetovo Municipality,North Macedonia,mk,0.9,0.9,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
991,Qinzhou,China,21.9647835,108.620787,"Qinzhou, Guangxi, China",,,,,,,,,,Qinzhou,Guangxi,China,cn,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
992,Kalgoorlie,Australia,-30.7464139,121.473223,"Kalgoorlie WA 6432, Australia",,,,,Kalgoorlie,,,6432,WA,Kalgoorlie,Western Australia,Australia,au,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
993,Cherbourg-Octeville,France,49.6343543,-1.6285770868661507,"Cherbourg-Octeville, Cherbourg-en-Cotentin, NOR, France",Cherbourg-Octeville,,,,,Manche,,,NOR,Cherbourg-en-Cotentin,Normandy,France,fr,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
994,Oslo,Norway,59.9133301,10.7389701,"Oslo, Norway",,,,,,,,,,Oslo,,Norway,no,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
995,Brumunddal,Norway,60.884916,10.9418392,"Brumunddal, Norway",,,,,Brumunddal,Innlandet,,,,Brumunddal,,Norway,no,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
996,Kufa,Iraq,32.03444,44.4031125,"Al-Kufah District, Al Kufa, Al-Najaf Governorate, Iraq",Al-Kufah District,,,,Al Kufa,,,54003,,Al Kufa,Al-Najaf Governorate,Iraq,iq,0.9,0.9,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
997,Nakhompathon,Thailand,15.512883,101.301707,Thailand,,,,,Thailand,,,,,,,Thailand,th,0.25,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
998,Nishinomiya,Japan,34.7386033,135.3394138,"Nishinomiya, 662-8567, Japan",,,,,,Hyogo Prefecture,,662-8567,,Nishinomiya,,Japan,jp,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
999,Lillehammer,Norway,61.1333408,10.426585544131413,"Lillehammer, Norway",,,,,,Innlandet,,,,Lillehammer,,Norway,no,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
