original_,original_affiliation-city,original_affiliation-country,lat,lon,formatted,street,housenumber,name,postcode,suburb,district,city,county,county_code,state,state_code,country,country_code,confidence,confidence_city_level,attribution,attribution_license,attribution_url
1949,Saint Charles,United States,38.783855,-90.481677,"Saint Charles, MO, United States of America",,,,,,,Saint Charles,Saint Charles County,,Missouri,MO,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1950,Waterford,Ireland,52.2609997,-7.1119081,"Waterford, M, Ireland",,,,,,,Waterford,County Waterford,WD,Munster,M,Ireland,ie,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1951,Colchester,United Kingdom,51.8896903,0.8994651,"yes, Colchester, ENG, United Kingdom",,,,,,yes,Colchester,,,England,ENG,United Kingdom,gb,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1952,Nesher,Israel,32.7708797,35.0381249,"Nesher, Haifa District, Israel",,,,,,,Nesher,Haifa Subdistrict,,Haifa District,,Israel,il,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1953,Africa,Eritrea,15.817362,38.267404,Eritrea,,,Eritrea,,,,,,,,,Eritrea,er,0.25,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
1954,Quanzhou,China,24.8755492,118.6723605,"泉州台商投資區, Quanzhou, Fujian, China",,,Quanzhou,,,泉州台商投資區,Quanzhou,,,Fujian,,China,cn,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1955,Rahim Yar Khan,Pakistan,28.417607,70.3036512,"Rahim Yar Khan District, Rahim Yar Khan, PB, Pakistan",,,Rahim Yar Khan,64200,,Rahim Yar Khan District,Rahim Yar Khan,Bahawalpur Division,,Punjab,PB,Pakistan,pk,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1956,Due West,United States,34.3334469,-82.387902,"Due West, SC 29639, United States of America",,,,29639,,,Due West,Abbeville County,,South Carolina,SC,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1957,Harrisburg,United States,40.2663107,-76.8861122,"Harrisburg, PA, United States of America",,,,,,,Harrisburg,Dauphin County,,Pennsylvania,PA,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1958,No,Viet Nam,21.732568,105.396672,Vietnam,,,Vietnam,,,,,,,,,Vietnam,vn,0.25,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
1959,"Muang, Nakhon Ratchasima",Thailand,14.94375,102.20189,"Ban Nong Muang, Nakhon Ratchasima, Thailand",,,,,,,Ban Nong Muang,Nakhon Ratchasima,,Nakhon Ratchasima,,Thailand,th,0.6666666666666667,0.6666666666666667,GeoNames,CC BY 4.0,https://www.geonames.org/datasources/
1960,Pattani,Thailand,6.8680798,101.253623,"Pattani, Pattani Province 94000, Thailand",,,Pattani,94000,,,Pattani,,,Pattani Province,,Thailand,th,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1961,,Sri Lanka,7.5554942,80.7137847,Sri Lanka,,,,,,,,,,,,Sri Lanka,lk,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1962,Cayenne,French Guiana,4.9371544,-52.3258736,"97300 Cayenne, France",,,,97300,,,Cayenne,,,French Guiana,,France,fr,0,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1963,Dire Dawa,Ethiopia,9.5913193,41.8566373,"Dire Dawa, Ethiopia",,,,,,,Dire Dawa,,,Dire Dawa,,Ethiopia,et,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1964,Gdynia,Poland,54.5164982,18.5402738,"Gdynia, Pomeranian Voivodeship, Poland",,,,,,,Gdynia,,,Pomeranian Voivodeship,,Poland,pl,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1965,Bamberg,Germany,49.8916044,10.8868478,"Bamberg, Bavaria, Germany",,,,,,,Bamberg,,,Bavaria,,Germany,de,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1966,Commerce,United States,34.003218,-118.1541961,"Commerce, CA, United States of America",,,,,,,Commerce,Los Angeles County,,California,CA,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1967,Moscow,United States,46.7323875,-117.000165,"Moscow, ID, United States of America",,,,,,,Moscow,Latah County,,Idaho,ID,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1968,Eindhoven,Netherlands,51.4392648,5.478633,"Eindhoven, NB, Netherlands",,,,,,,Eindhoven,,,North Brabant,NB,Netherlands,nl,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1969,Cedar City,United States,37.6774238,-113.061827,"Cedar City, UT, United States of America",,,,,,,Cedar City,Iron County,,Utah,UT,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1970,Holland,United States,42.3989349,-92.8001926,"Holland, IA, United States of America",,,,,,,Holland,Grundy County,,Iowa,IA,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1971,Hoboken,United States,40.7433066,-74.0323752,"Hoboken, NJ 07030, United States of America",,,,07030,,,Hoboken,Hudson County,,New Jersey,NJ,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1972,Abilene,United States,32.44645,-99.7475905,"Abilene, TX, United States of America",,,,,,,Abilene,Taylor County,,Texas,TX,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1973,Allendale,United States,38.5267143,-87.7097495,"Allendale, IL 62410, United States of America",,,,62410,,,Allendale,Wabash County,,Illinois,IL,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1974,Konstanz,Germany,47.659216,9.1750718,"Constance, BW, Germany",,,,,,,Constance,Landkreis Konstanz,,Baden-Württemberg,BW,Germany,de,0.9,0.9,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1975,Breukelen,Netherlands,52.171959,5.002675,"Breukelen, UT, Netherlands",,,,,,,Breukelen,,,Utrecht,UT,Netherlands,nl,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1976,St John's,Canada,47.5614705,-52.7126162,"St. John's, NL, Canada",,,,,,,St. John's,Newfoundland,,Newfoundland and Labrador,NL,Canada,ca,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1977,Kassel,Germany,51.3154546,9.4924096,"Kassel, Hesse, Germany",,,,,,,Kassel,,,Hesse,,Germany,de,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1978,Passau,Germany,48.5748229,13.4609744,"Passau, Bavaria, Germany",,,,,,,Passau,,,Bavaria,,Germany,de,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1979,Dartmouth,United States,41.6332267,-70.9879928,"Dartmouth, MA, United States of America",,,,,,,Dartmouth,Bristol County,,Massachusetts,MA,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1980,Frankfurt/Oder,Germany,52.3412273,14.549452,"Frankfurt (Oder), BB, Germany",,,,,,,Frankfurt (Oder),,,Brandenburg,BB,Germany,de,0.95,0.95,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1981,Saint-Denis,France,-20.8799889,55.448137,"Saint-Denis, RE, France",,,,,,,Saint-Denis,,,Réunion,RE,France,fr,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1982,Friday Harbor,United States,48.5342662,-123.017124,"Friday Harbor, WA 98250, United States of America",,,,98250,,,Friday Harbor,San Juan County,,Washington,WA,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1983,Summit,Thailand,15.512883,101.301707,Thailand,,,Thailand,,,,,,,,,Thailand,th,0.25,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
1984,Pointe-a-Pitre,France,16.2408636,-61.5334077,"97110 Pointe-à-Pitre, France",,,,97110,,,Pointe-à-Pitre,,,Guadeloupe,GP,France,fr,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1985,Julich,Germany,50.9220931,6.3611015,"52428 Jülich, Germany",,,,52428,,,Jülich,Kreis Düren,,North Rhine-Westphalia,,Germany,de,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1986,Feusiberg,Switzerland,46.730219,7.509687,Switzerland,,,Switzerland,,,,,,,,,Switzerland,ch,0.25,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
1987,The Hague,Netherlands,52.0799838,4.3113461,"The Hague, ZH, Netherlands",,,,,,,The Hague,,,South Holland,ZH,Netherlands,nl,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1988,Chernogolovka,Russian Federation,56.0061165,38.3835224,"Chernogolovka, Moscow Oblast, Russia, 142432",,,Chernogolovka,142432,,,Chernogolovka,городской округ Черноголовка,,Moscow Oblast,,Russia,ru,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1989,Sonderborg,Denmark,54.9089186,9.7897999,"6400 Sønderborg, Denmark",,,Sønderborg,6400,,,Sønderborg,,,Region of Southern Denmark,,Denmark,dk,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1990,Swansea,United Kingdom,51.6195955,-3.9459248,"Swansea, SA1 3BN, United Kingdom",,,Swansea,SA1 3BN,,,Swansea,Swansea,SWA,Wales,WLS,United Kingdom,gb,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1991,Kusatsu,Japan,35.0340345,135.9507855,"Kusatsu, Japan",,,,,,,Kusatsu,Shiga Prefecture,,,,Japan,jp,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1992,Aberystwyth,United Kingdom,52.4143113,-4.0816846,"Aberystwyth, SY23 1LH, United Kingdom",,,Aberystwyth,SY23 1LH,,,Aberystwyth,Ceredigion,CGN,Wales,WLS,United Kingdom,gb,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1993,Vechta,Germany,52.7310691,8.2873162,"49377 Vechta, Germany",,,,49377,,,Vechta,Landkreis Vechta,,Lower Saxony,,Germany,de,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1994,Otsu,Japan,35.0047096,135.8686739,"Otsu, Japan",,,,,,,Otsu,Shiga Prefecture,,,,Japan,jp,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1995,Aubiere,France,45.7512575,3.1144195,"63170 Aubière, France",,,,63170,,,Aubière,Puy-de-Dôme,,Auvergne-Rhône-Alpes,ARA,France,fr,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1996,Saint-Genis-Laval,France,45.6950021,4.7928827,"69230 Saint-Genis-Laval, France",,,,69230,,,Saint-Genis-Laval,Métropole de Lyon,,Auvergne-Rhône-Alpes,ARA,France,fr,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1997,Tegal,Indonesia,-6.9931157,110.1473593,"Tegal (Tegal) 50156, Central Java, Indonesia",,,Tegal,50156,,,Tegal,Kendal,,Central Java,,Indonesia,id,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1998,Tygerberg,South Africa,-33.8538143,18.5886298,"Tygerberg, Bellville, 7500, South Africa",,,Tygerberg,7500,,,Bellville,City of Cape Town,,Western Cape,WC,South Africa,za,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1999,Omaha,United States,41.2587459,-95.9383758,"Omaha, NE, United States of America",,,,,,,Omaha,Douglas County,,Nebraska,NE,United States,us,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
